,Код инструмента,Календарная дата,Цена
1780,A592UFM060F,03/08/2022,46437
1781,A592UFM060F,04/08/2022,47833
1782,A592UFM060F,05/08/2022,46199
1783,A592UFM060F,08/08/2022,44788
1784,A592UFM060F,09/08/2022,44289
1785,A592UFM060F,10/08/2022,45637
1786,A592UFM060F,11/08/2022,46772
1787,A592UFM060F,12/08/2022,47032
1788,A592UFM060F,15/08/2022,46554
1789,A592UFM060F,16/08/2022,46330
1790,A592UFM060F,17/08/2022,46352
1791,A592UFM060F,18/08/2022,45858
1792,A592UFM060F,19/08/2022,45903
1793,A592UFM060F,22/08/2022,45944
1794,A592UFM060F,23/08/2022,46369
1795,A592UFM060F,24/08/2022,46555
1796,A592UFM060F,25/08/2022,45695
1797,A592UFM060F,26/08/2022,45121
1798,A592UFM060F,29/08/2022,44351
1799,A592UFM060F,30/08/2022,44139
1800,A592UFM060F,31/08/2022,44782
1801,A592UFM060F,01/09/2022,45298
1802,A592UFM060F,02/09/2022,44442
1803,A592UFM060F,05/09/2022,43540
1804,A592UFM060F,06/09/2022,43375
1805,A592UFM060F,07/09/2022,43037
1806,A592UFM060F,08/09/2022,42546
1807,A592UFM060F,09/09/2022,42015
1808,A592UFM060F,12/09/2022,41124
1809,A592UFM060F,13/09/2022,40655
1810,A592UFM060F,14/09/2022,42258
1811,A592UFM060F,15/09/2022,41608
1812,A592UFM060F,16/09/2022,40907
1813,A592UFM060F,19/09/2022,41013
1814,A592UFM060F,20/09/2022,41057
1815,A592UFM060F,21/09/2022,41472
1816,A592UFM060F,22/09/2022,41128
1817,A592UFM060F,23/09/2022,40581
1818,A592UFM060F,26/09/2022,39462
1819,A592UFM060F,27/09/2022,38500
1820,A592UFM060F,28/09/2022,37913
1821,A592UFM060F,29/09/2022,38064
1822,A592UFM060F,30/09/2022,38323
